ReferenceID,Link of the Product,SKU,CampaignID,CampaignName,Keywords,Keywords Type,Current Bid,Adjust Bid,Max Bid,Sponsored Rank,Organic Rank,Is Top 24 Advertised,Recipient,Item Type,Path
0252,https://www.ebay.com.au/itm/186133583556,TX516,14213729013,TX516,leaf blower,PHRASE,0.3,0.4,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0253,https://www.ebay.com.au/itm/186133583556,TX516,14213729013,TX516,cordless blower,PHRASE,0.5,0.6,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0254,https://www.ebay.com.au/itm/186133583556,TX516,14213729013,TX516,power tools garden,EXACT,1.82,1.92,2.5,No,P1 - 11 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0255,https://www.ebay.com.au/itm/186133408447,TX515,14213395013,TX515,leaf blower,PHRASE,2,2.1,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0256,https://www.ebay.com.au/itm/186133408447,TX515,14213395013,TX515,grass trimmer,PHRASE,2.4,2.5,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0257,https://www.ebay.com.au/itm/186133408447,TX515,14213395013,TX515,cordless blower,PHRASE,0.4,0.5,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0258,https://www.ebay.com.au/itm/186133408447,TX515,14213395013,TX515,whipper snipper,EXACT,0.32,0.42,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0259,https://www.ebay.com.au/itm/186133408447,TX515,14213395013,TX515,line trimmer,EXACT,0.4,0.5,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0260,https://www.ebay.com.au/itm/186097338610,TXCS4V0240,14199471013,TX240,cordless scrubber,PHRASE,0.76,0.86,1.2,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0261,https://www.ebay.com.au/itm/186097338610,TXCS4V0240,14199471013,TX240,scrubber brush,PHRASE,0.73,0.83,1.2,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0262,https://www.ebay.com.au/itm/185998945670,TX512,14199375013,TX512,angle grinder,PHRASE,0.3,0.4,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0263,https://www.ebay.com.au/itm/185998945670,TX512,14199375013,TX512,cordless power tools,PHRASE,0.74,,2.5,P1 - 1 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0264,https://www.ebay.com.au/itm/185998945670,TX512,14199375013,TX512,circular saw,PHRASE,1.4,1.5,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0265,https://www.ebay.com.au/itm/186116490834,TXCV20V014,14171762013,TX014,vacuum cleaner,PHRASE,0.3,0.4,1.77,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0266,https://www.ebay.com.au/itm/186116490834,TXCV20V014,14171762013,TX014,handheld vacuum cleaner,PHRASE,0.3,0.4,1.77,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0267,https://www.ebay.com.au/itm/186116490834,TXCV20V014,14171762013,TX014,car vacuum cleaner,PHRASE,1.15,1.25,1.77,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0268,https://www.ebay.com.au/itm/186116490834,TXCV20V014,14171762013,TX014,cordless vacuum cleaner,PHRASE,1.36,1.46,1.77,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0269,https://www.ebay.com.au/itm/186071626480,TXCT12V203,14067297013,TX201_TX203,led torch,EXACT,0.35,0.45,0.87,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0270,https://www.ebay.com.au/itm/186071626480,TXCT12V203,14067297013,TX201_TX203,makita 18v torch,EXACT,0.5,0.6,0.87,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0271,https://www.ebay.com.au/itm/186071626480,TXCT12V203,14067297013,TX201_TX203,led replacement torch bulbs,EXACT,0.81,0.87,0.87,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0272,https://www.ebay.com.au/itm/186029805398,TX521,13964961013,TX521,cordless inflator,PHRASE,1.5,1.6,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0273,https://www.ebay.com.au/itm/186029805398,TX521,13964961013,TX521,handheld vacuum cleaner,PHRASE,1.5,1.6,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0274,https://www.ebay.com.au/itm/186029805398,TX521,13964961013,TX521,vacuum cleaner,PHRASE,1,1.1,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0275,https://www.ebay.com.au/itm/186029805398,TX521,13964961013,TX521,handheld vacuum cordless,PHRASE,1.6,1.7,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0276,https://www.ebay.com.au/itm/186029805398,TX521,13964961013,TX521,impact wrench,PHRASE,1.5,1.6,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0277,https://www.ebay.com.au/itm/186008132332,TXAG12W028,13959963013,TX028,125mm angle grinder,EXACT,0.85,0.95,1.95,P1 - 10 / 70,P2 - 58 / 62,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0278,https://www.ebay.com.au/itm/186008132332,TXAG12W028,13959963013,TX028,125mm grinder,EXACT,0.75,0.85,1.95,P1 - 16 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0279,https://www.ebay.com.au/itm/186008132332,TXAG12W028,13959963013,TX028,angle grinder,EXACT,0.65,0.75,1.95,P1 - 11 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0280,https://www.ebay.com.au/itm/186008132332,TXAG12W028,13959963013,TX028,125mm corded grinder,EXACT,0.3,0.4,1.95,P2 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0281,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,rotary hammer drill,EXACT,0.58,,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0282,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,hammer drill,EXACT,0.56,0.66,2.5,No,P1 - 18 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0283,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,sds drill,EXACT,0.78,0.88,2.5,No,P1 - 8 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0284,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,hammer drill sds,EXACT,0.55,0.65,2.5,No,P1 - 7 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0285,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,sds rotary hammer drill,EXACT,0.36,0.46,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0286,https://www.ebay.com.au/itm/185914312963,MKHS4N1071,13752666013,MK071,hair dryer brush,PHRASE,0.5,0.6,2.5,P1 - 34 / 67,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0287,https://www.ebay.com.au/itm/185914312963,MKHS4N1071,13752666013,MK071,air styler,PHRASE,0.45,,2.5,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0288,https://www.ebay.com.au/itm/185914312963,MKHS4N1071,13752666013,MK071,hair styler,PHRASE,0.7,0.8,2.5,P1 - 31 / 62,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0289,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,socket extension set,EXACT,0.48,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0290,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,extension bar set,EXACT,0.45,,1.17,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0291,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,extension bar,PHRASE,0.42,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0292,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,3/8 extension bar,EXACT,0.27,,1.17,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0293,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,1/2 extension bar,EXACT,0.35,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0294,https://www.ebay.com.au/itm/185882082695,TXEB9PC251,13684894013,TX251,impact extension bar,EXACT,0.3,,1.17,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0295,https://www.ebay.com.au/itm/185030409613,TLWP12V101,13636741013,TL101,water pump 12v,EXACT,1,1.1,1.17,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0296,https://www.ebay.com.au/itm/185860247260,TPCMSML008,13623095013,TP008,cat litter pad,PHRASE,0.21,,0.75,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0297,https://www.ebay.com.au/itm/185860247260,TPCMSML008,13623095013,TP008,cat litter mat,PHRASE,0.4,,0.75,P1 - 4 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0298,https://www.ebay.com.au/itm/185026721472,TXCB20V121,13403803013,TX121,leaf blower cordless,EXACT,1.8,,2.5,P1 - 22 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0299,https://www.ebay.com.au/itm/185026721472,TXCB20V121,13403803013,TX121,battery leaf blower,EXACT,1.9,2,2.5,P1 - 22 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0300,https://www.ebay.com.au/itm/185026721472,TXCB20V121,13403803013,TX121,cordless blower vacuum,EXACT,1.85,,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0301,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,puncture repair kit,PHRASE,0.2,,1.05,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0302,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,tyre repair kit,EXACT,0.22,,1.05,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0303,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,puncture repair kit,EXACT,0.3,,1.05,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0304,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,car tyre repair kit,EXACT,0.26,,1.05,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0305,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,tyre plug kit,EXACT,0.21,,1.05,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0306,https://www.ebay.com.au/itm/185650769515,MSTR64P081,13250282013,MS081,tubeless tyre repair kit,EXACT,0.34,,1.05,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0307,https://www.ebay.com.au/itm/185018804991,TXRT200W092,13220225013,TX092,rotary tool,EXACT,0.3,0.4,2.07,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0308,https://www.ebay.com.au/itm/185018804991,TXRT200W092,13220225013,TX092,rotary tool kit,EXACT,0.3,0.4,2.07,No,P2 - 58 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0309,https://www.ebay.com.au/itm/185018804991,TXRT200W092,13220225013,TX092,electric rotary tool,EXACT,0.3,0.4,2.07,P2 - 3 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0310,https://www.ebay.com.au/itm/185018804991,TXRT200W092,13220225013,TX092,mini rotary tool,EXACT,0.71,0.81,2.07,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0311,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,submersible dirty water pump,EXACT,1,1.1,2.37,P1 - 46 / 68,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0312,https://www.ebay.com.au/itm/185180081889,TXDP750W132,13125026013,Water PumpTX131 TX132,240v submersible water pump,EXACT,1.1,1.2,2.37,P1 - 38 / 70,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0313,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,toolbox,EXACT,1.6,1.7,2.5,No,P1 - 27 / 68,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0314,https://www.ebay.com.au/itm/185556494563,MSHT1180P044,13090639013,ms044,tool set,EXACT,0.4,0.5,2.5,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0315,https://www.ebay.com.au/itm/185284945958,FB10X10,13007351013,Fire blanket,fire blanket,PHRASE,0.2,0.3,0.87,P1 - 2 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0316,https://www.ebay.com.au/itm/185284945958,FB10X10,13007351013,Fire blanket,fire blanket,EXACT,0.42,0.52,0.87,P1 - 3 / 67,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0317,https://www.ebay.com.au/itm/185432982775,FB18X12,13007351013,Fire blanket,fire blanket,PHRASE,0.7,0.8,1.17,P1 - 2 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0318,https://www.ebay.com.au/itm/185431373096,FB18X12,13007351013,Fire blanket,fire blanket,PHRASE,0.2,0.3,1.17,P1 - 4 / 67,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0319,https://www.ebay.com.au/itm/185431373096,FB18X18,13007351013,Fire blanket,fire blanket,EXACT,0.92,1.02,1.77,P1 - 3 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0320,https://www.ebay.com.au/itm/185431324106,FB45ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.2,0.3,2.37,No,P1 - 20 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0321,https://www.ebay.com.au/itm/185431324106,FB45ABE,13007347013,Fire extinguisher,4.5kg fire extinguisher,PHRASE,0.3,0.4,2.37,No,P1 - 1 / 62,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0322,https://www.ebay.com.au/itm/185431324106,FB45ABE,13007347013,Fire extinguisher,fire extinguisher,EXACT,1.1,1.2,2.37,No,P1 - 20 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0323,https://www.ebay.com.au/itm/185432975797,FB90ABE,13007347013,Fire extinguisher,fire extinguisher,PHRASE,0.41,0.51,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0324,https://www.ebay.com.au/itm/185432975797,FB90ABE,13007347013,Fire extinguisher,9kg fire extinguisher,PHRASE,0.59,0.69,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0325,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,utility knife,PHRASE,0.28,0.38,1.17,No,P1 - 58 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0326,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,folding utility knife,PHRASE,0.48,0.58,1.17,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0327,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,utility knife,EXACT,0.28,0.38,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0328,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,knife blades,EXACT,0.8,0.9,1.17,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0329,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,utility knife blades,EXACT,0.9,1,1.17,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0330,https://www.ebay.com.au/itm/185273082337,TXTK3PC056,13006702013,TX056,utility,EXACT,0.36,0.46,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0331,https://www.ebay.com.au/itm/185374333818,TXCTD125M022,12805894013,TX022,grinding discs,PHRASE,0.59,0.69,1.35,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0332,https://www.ebay.com.au/itm/185374333818,TXCTD125M022,12805894013,TX022,cutting discs,PHRASE,0.4,0.5,1.35,No,P1 - 35 / 69,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0333,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,rivet nut tool,EXACT,1.2,,2.39,P1 - 1 / 68,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0334,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,rivnut kit,EXACT,1.2,1.3,2.39,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0335,https://www.ebay.com.au/itm/185290548827,TXRNG110P082,12760291013,TX082,nut riveter,EXACT,1.1,,2.39,P1 - 3 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0336,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraver,EXACT,0.32,0.42,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0337,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,etching tool,EXACT,0.6,0.7,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0338,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraving tool,EXACT,0.33,0.43,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0339,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraving pen,EXACT,0.55,0.65,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0340,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,plastic engraver,EXACT,0.6,0.7,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0341,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,metal engraver,EXACT,0.41,0.51,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0342,https://www.ebay.com.au/itm/185324376993,TXEE13W095,12760239013,TX095,engraving,EXACT,0.6,0.7,1.05,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0343,https://www.ebay.com.au/itm/186890399319,TXTB16H702,66158941013,TX702,large tool bag,EXACT,0.72,,1.77,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0344,https://www.ebay.com.au/itm/186784286110,TXTI12V010,43444222013,TX010,car air compressor,EXACT,1,,2.07,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0345,https://www.ebay.com.au/itm/186784286110,TXTI12V010,43444222013,TX010,cordless tyre inflator,EXACT,2.1,,2.07,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0346,https://www.ebay.com.au/itm/186784286110,TXTI12V010,43444222013,TX010,tyre inflator,EXACT,0.3,,2.07,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0347,https://www.ebay.com.au/itm/186784286110,TXTI12V010,43444222013,TX010,tire inflator,EXACT,1.75,,2.07,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0348,https://www.ebay.com.au/itm/186704238905,TXMK2PC059,23771116013,TX059,multitool,EXACT,0.56,0.66,1.35,P1 - 24 / 70,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0349,https://www.ebay.com.au/itm/186704238905,TXMK2PC059,23771116013,TX059,multi-function tool set,EXACT,0.6,0.7,1.35,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0350,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,chair cushion,EXACT,0.95,,1.35,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0351,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,tailbone cushion,EXACT,0.74,,1.35,P1 - 1 / 67,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0352,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,seat cushion memory foam,EXACT,1.35,,1.35,P1 - 1 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0353,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,car seat cushion back support,EXACT,1.02,,1.35,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0354,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,memory foam car seat cushion,EXACT,0.72,0.82,1.35,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0355,https://www.ebay.com.au/itm/186704217410,SLFC460300,23771055013,SL300,seat cushion,EXACT,0.5,0.6,1.35,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0356,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish rack,EXACT,0.38,0.48,1.17,P1 - 21 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0357,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,kitchen dish drying rack,EXACT,0.55,0.65,1.17,P1 - 2 / 69,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0358,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,dish drying rack over sink,EXACT,0.75,0.85,1.17,P1 - 1 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0359,https://www.ebay.com.au/itm/186557922091,SLDR2LY110,15888123013,SL110,over sink dish drying rack,EXACT,0.56,0.66,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0360,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,smart digital scale,EXACT,1.2,1.2,1.2,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0361,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,body fat scale,EXACT,1.13,,1.2,P1 - 2 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0362,https://www.ebay.com.au/itm/186441058466,MKSSBMI101,14928477013,MK101,bathroom scale,EXACT,1.1,,1.2,P1 - 23 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0363,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,impact driver socket set,EXACT,0.31,0.41,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0364,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,1/2 socket adaptor,EXACT,0.61,0.71,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0365,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,impact driver bit set,EXACT,0.25,0.35,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0366,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,impact socket adapter,EXACT,0.45,0.55,1.17,P1 - 11 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0367,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,socket adaptor,EXACT,0.65,0.75,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0368,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,1/4 inch socket set,EXACT,0.84,0.94,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0369,https://www.ebay.com.au/itm/186430602097,TXSA13S254,14889388013,TX254,impact driver socket adapter,EXACT,0.25,0.35,1.17,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0370,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,electric impact wrench,EXACT,1.26,1.36,2.5,No,No,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0371,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,3/8 mini impact wrench battery,EXACT,1.25,1.35,2.5,No,P1 - 56 / 109,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0372,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,12v impact wrench,EXACT,0.86,,2.5,P1 - 2 / 62,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0373,https://www.ebay.com.au/itm/186400077011,TXIW12V230,14828174013,TX230,impact wrench with socket,EXACT,1.25,,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0374,https://www.ebay.com.au/itm/186366192767,TXSC450600,14762238013,TX600,spot cleaner,EXACT,1.35,1.45,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0375,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,sds plus rotary hammer drill,EXACT,0.3,,2.5,P1 - 3 / 66,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0376,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,hammer sds plus drill rotary,EXACT,0.29,0.39,2.5,No,P1 - 7 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0377,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,sds hammer chisel drill,EXACT,0.31,,2.5,P1 - 4 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0378,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,heavy duty hammer drill,EXACT,0.39,0.49,2.5,No,P1 - 8 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0379,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,heavy duty sds drill,EXACT,0.2,0.3,2.5,No,P1 - 5 / 70,No,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
0380,https://www.ebay.com.au/itm/185998613136,TXRH15W104,13944643013,TX104,electric sds hammer drill,EXACT,0.3,,2.5,P1 - 3 / 70,No,Yes,will@topex-trading.com.au,项,sites/topex12/Lists/Testhj
